admin|audit_logs|table|16384
admin|scheduled_tasks|table|24576
admin|system_announcements|table|16384
admin|user_data_assignments|table|16384
admin|user_data_dimensions|table|49152
admin|user_data_security_policies|table|40960
admin|user_duty_role_privileges|table|40960
admin|user_duty_roles|table|49152
admin|user_job_role_assignments|table|40960
admin|user_job_role_duties|table|40960
admin|user_job_roles|table|49152
admin|user_privileges|table|49152
ap|__drizzle_migrations|table|24576
ap|accounting_entries|table|16384
ap|aging_snapshots|table|24576
ap|ai_agent_logs|table|32768
ap|ai_decisions|table|32768
ap|ai_workflow_state|table|16384
ap|ap_invoice_lines|table|114688
ap|ap_invoices|table|229376
ap|ap_supplier_locations|table|24576
ap|ap_supplier_sites|table|98304
ap|ap_suppliers|table|131072
ap|bank_accounts|table|49152
ap|bank_statement_lines|table|24576
ap|bank_statements|table|16384
ap|discount_tracking|table|16384
ap|expense_report_lines|table|24576
ap|expense_reports|table|32768
ap|gl_mapping_rules|table|16384
ap|import_error_log|table|16384
ap|import_interface|table|24576
ap|invoice_attachments|table|16384
ap|invoice_distributions|table|24576
ap|invoice_holds|table|32768
ap|match_exceptions|table|32768
ap|matching_rules|table|24576
ap|mv_ap_aging|matview|24576
ap|payment_batches|table|32768
ap|payment_instructions|table|57344
ap|payment_methods|table|65536
ap|payment_terms|table|65536
ap|period_status|table|16384
ap|prepayment_applications|table|8192
ap|prepayments|table|24576
ap|tax_codes|table|57344
ap|v_ai_orchestration_status|view|0
ap|v_ap_aging|view|0
ap|v_ap_aging_summary|view|0
ap|v_ap_invoice_with_lines|view|0
ap|v_cash_flow_projection|view|0
ap|v_invoice_approval_pending|view|0
ap|v_payment_batch_summary|view|0
ap|v_supplier_payment_summary|view|0
ap|v_tax_summary|view|0
ap|withholding_tax|table|24576
ap|workflow_definitions|table|24576
ap|workflow_tasks|table|16384
ar|__drizzle_migrations|table|24576
ar|accounting_entries|table|16384
ar|adjustments|table|32768
ar|aging_snapshots|table|24576
ar|ai_agent_logs|table|32768
ar|ai_decisions|table|32768
ar|ai_workflow_state|table|16384
ar|ar_customer_locations|table|65536
ar|ar_customer_sites|table|65536
ar|ar_customers|table|163840
ar|ar_invoice_lines|table|65536
ar|ar_invoices|table|131072
ar|bank_accounts|table|32768
ar|cash_receipts|table|49152
ar|collection_tasks|table|40960
ar|credit_holds|table|49152
ar|credit_profiles|table|24576
ar|cust_site_uses|table|24576
ar|customer_deposits|table|32768
ar|deposit_applications|table|16384
ar|dunning_history|table|24576
ar|dunning_plans|table|65536
ar|import_error_log|table|16384
ar|import_interface|table|24576
ar|invoice_distributions|table|24576
ar|mv_ar_aging|matview|73728
ar|payment_schedules|table|24576
ar|period_status|table|16384
ar|receipt_applications|table|24576
ar|receipt_batches|table|24576
ar|revenue_schedules|table|16384
ar|tax_codes|table|24576
ar|transaction_types|table|65536
ar|v_ar_customer_list|view|0
ar|v_ar_invoice_with_lines|view|0
ar|workflow_definitions|table|24576
ar|workflow_tasks|table|16384
collab|__drizzle_migrations|table|24576
collab|activities|table|163840
collab|calendar_events|table|65536
collab|channel_messages|table|49152
collab|channels|table|57344
collab|dm_conversations|table|24576
collab|dm_messages|table|49152
collab|todos|table|73728
core|__drizzle_migrations|table|24576
core|addresses|table|163840
core|attachments|table|65536
core|business_units|table|57344
core|companies|table|81920
core|corporates|table|32768
core|countries|table|24576
core|currencies|table|24576
core|event_store|table|147456
core|locations|table|90112
core|objects|table|172032
core|partner_bank_accounts|table|40960
core|partner_contacts|table|81920
core|partner_groups|table|49152
core|partner_sites|table|106496
core|partners|table|245760
core|permissions|table|98304
core|role_permissions|table|98304
core|roles|table|49152
core|sites|table|65536
core|system_config|table|49152
core|tenants|table|40960
core|user_org_assignments|table|90112
core|user_profiles|table|24576
core|user_roles|table|57344
core|users|table|98304
core|v_event_log|view|0
core|v_items_full|view|0
core|v_location_utilization|view|0
core|v_partners_full|view|0
core|v_warehouse_hierarchy|view|0
core|warehouses|table|81920
eam|__drizzle_migrations|table|24576
eam|eam_ai_agent_logs|table|40960
eam|eam_ai_decisions|table|32768
eam|eam_ai_workflow_state|table|40960
eam|eam_alerts|table|163840
eam|eam_asset_attachments|table|32768
eam|eam_asset_bom|table|98304
eam|eam_asset_categories|table|24576
eam|eam_asset_criticality|table|32768
eam|eam_asset_hierarchy|table|122880
eam|eam_asset_types|table|81920
eam|eam_asset_vendors|table|32768
eam|eam_assets|table|376832
eam|eam_audit_log|table|40960
eam|eam_budgets|table|49152
eam|eam_calibration_requirements|table|40960
eam|eam_calibration_results|table|40960
eam|eam_compliance_records|table|40960
eam|eam_compliance_requirements|table|24576
eam|eam_components|table|65536
eam|eam_condition_monitoring_programs|table|81920
eam|eam_condition_readings|table|49152
eam|eam_contract_assets|table|32768
eam|eam_crafts|table|32768
eam|eam_decommission_plans|table|40960
eam|eam_document_assignments|table|32768
eam|eam_documents|table|81920
eam|eam_failure_codes|table|131072
eam|eam_failure_history|table|245760
eam|eam_fmea_items|table|32768
eam|eam_fmea_studies|table|32768
eam|eam_functional_locations|table|106496
eam|eam_inspections|table|57344
eam|eam_integration_connections|table|24576
eam|eam_integration_logs|table|40960
eam|eam_jsa|table|24576
eam|eam_jsa_steps|table|32768
eam|eam_kit_contents|table|24576
eam|eam_kits|table|24576
eam|eam_kpi_definitions|table|32768
eam|eam_kpi_values|table|114688
eam|eam_langgraph_workflows|table|90112
eam|eam_llm_configs|table|16384
eam|eam_loto|table|40960
eam|eam_maintenance_costs|table|49152
eam|eam_meter_assignments|table|57344
eam|eam_meter_readings|table|2736128
eam|eam_meters|table|81920
eam|eam_ml_models|table|98304
eam|eam_notifications|table|32768
eam|eam_optimization_problems|table|32768
eam|eam_optimization_solutions|table|24576
eam|eam_ortools_problems|table|24576
eam|eam_permits|table|49152
eam|eam_physical_locations|table|49152
eam|eam_pm_assignments|table|73728
eam|eam_pm_schedule_optimized|table|32768
eam|eam_pm_schedules|table|114688
eam|eam_pm_scheduling_problems|table|16384
eam|eam_pm_templates|table|139264
eam|eam_predictions|table|106496
eam|eam_predictive_maintenance|table|98304
eam|eam_prompt_templates|table|65536
eam|eam_rca_actions|table|24576
eam|eam_rca_causes|table|40960
eam|eam_rca_studies|table|40960
eam|eam_rcm_analyses|table|32768
eam|eam_rcm_studies|table|32768
eam|eam_safety_plans|table|32768
eam|eam_scenarios|table|32768
eam|eam_scipy_analyses|table|32768
eam|eam_service_contracts|table|49152
eam|eam_spare_parts_consumption|table|32768
eam|eam_spare_parts_storage|table|24576
eam|eam_storage_locations|table|49152
eam|eam_storage_optimization_problems|table|16384
eam|eam_technician_certifications|table|40960
eam|eam_technician_routes|table|32768
eam|eam_technician_routing_problems|table|8192
eam|eam_technician_skills|table|73728
eam|eam_technicians|table|98304
eam|eam_tools|table|49152
eam|eam_vector_documents|table|81920
eam|eam_warranties|table|40960
eam|eam_warranty_claims|table|40960
eam|eam_wo_labor|table|40960
eam|eam_wo_operations|table|32768
eam|eam_wo_tasks|table|49152
eam|eam_wo_tools|table|24576
eam|eam_work_order_statuses|table|32768
eam|eam_work_order_types|table|32768
eam|eam_work_orders|table|319488
eam|v_asset_criticality_matrix|view|0
eam|v_asset_hierarchy|view|0
eam|v_asset_lifecycle|view|0
eam|v_asset_summary|view|0
eam|v_budget_vs_actual|view|0
eam|v_calibration_status|view|0
eam|v_failure_pareto|view|0
eam|v_inspection_status|view|0
eam|v_kpi_dashboard|view|0
eam|v_maintenance_cost_summary|view|0
eam|v_mtbf_mttr|view|0
eam|v_pm_schedule_summary|view|0
eam|v_predictive_maintenance_alerts|view|0
eam|v_spare_parts_availability|view|0
eam|v_technician_schedule|view|0
eam|v_technician_workload|view|0
eam|v_warranty_status|view|0
eam|v_work_order_dashboard|view|0
exp|__drizzle_migrations|table|24576
exp|claim_headers|table|40960
exp|claim_lines|table|32768
exp|exp_categories|table|40960
exp|mv_expense_by_category|matview|40960
exp|v_claim_summary|view|0
fa|__drizzle_migrations|table|24576
fa|ai_agent_logs|table|49152
fa|ai_decisions|table|57344
fa|ai_model_registry|table|65536
fa|ai_workflow_state|table|65536
fa|fa_additions|table|57344
fa|fa_adjustments|table|40960
fa|fa_agent_definitions|table|40960
fa|fa_algorithms|table|32768
fa|fa_asset_attachments|table|32768
fa|fa_asset_book_assignments|table|65536
fa|fa_asset_categories|table|147456
fa|fa_asset_category_hierarchy|table|32768
fa|fa_asset_components|table|32768
fa|fa_asset_custom_attributes|table|49152
fa|fa_asset_photos|table|32768
fa|fa_asset_storage|table|49152
fa|fa_asset_tags|table|57344
fa|fa_asset_types|table|98304
fa|fa_assets|table|319488
fa|fa_bonus_depreciation|table|40960
fa|fa_book_types|table|81920
fa|fa_cip_costs|table|40960
fa|fa_cip_projects|table|57344
fa|fa_count_lines|table|81920
fa|fa_count_routes|table|49152
fa|fa_count_sheets|table|98304
fa|fa_count_variances|table|57344
fa|fa_custodians|table|131072
fa|fa_deprn_book_periods|table|57344
fa|fa_deprn_books|table|57344
fa|fa_deprn_calculation|table|81920
fa|fa_deprn_conventions|table|81920
fa|fa_deprn_methods|table|98304
fa|fa_group_asset_members|table|32768
fa|fa_group_assets|table|49152
fa|fa_impairments|table|40960
fa|fa_insurance_claims|table|49152
fa|fa_insurance_policies|table|65536
fa|fa_integration_connections|table|49152
fa|fa_integration_logs|table|57344
fa|fa_langgraph_executions|table|106496
fa|fa_langgraph_states|table|57344
fa|fa_langgraph_workflows|table|114688
fa|fa_lease_assets|table|32768
fa|fa_lease_schedules|table|40960
fa|fa_leases|table|65536
fa|fa_llm_configs|table|49152
fa|fa_locations|table|81920
fa|fa_ml_models|table|98304
fa|fa_mobile_devices|table|114688
fa|fa_mobile_scans|table|262144
fa|fa_mobile_sync_batches|table|81920
fa|fa_mobile_users|table|98304
fa|fa_optimization_problems|table|98304
fa|fa_ortools_problems|table|73728
fa|fa_photos|table|32768
fa|fa_physical_counts|table|122880
fa|fa_prediction_actuals|table|32768
fa|fa_predictions|table|122880
fa|fa_prompt_templates|table|57344
fa|fa_reinstatements|table|40960
fa|fa_report_schedules|table|40960
fa|fa_reports|table|49152
fa|fa_retirements|table|49152
fa|fa_revaluations|table|40960
fa|fa_scenarios|table|40960
fa|fa_scipy_analyses|table|32768
fa|fa_signatures|table|40960
fa|fa_solver_configs|table|32768
fa|fa_tax_payments|table|32768
fa|fa_tax_records|table|57344
fa|fa_transactions|table|106496
fa|fa_transfers|table|73728
fa|fa_vector_documents|table|106496
fa|fa_warranties|table|65536
fa|fa_warranty_claims|table|49152
fa|v_fa_asset_register|view|0
fa|v_fa_asset_roll_forward|view|0
fa|v_fa_asset_summary|view|0
fa|v_fa_cip_summary|view|0
fa|v_fa_deprn_expense_by_period|view|0
fa|v_fa_deprn_schedule|view|0
fa|v_fa_disposal_gain_loss|view|0
fa|v_fa_insurance_status|view|0
fa|v_fa_lease_summary|view|0
fa|v_fa_mobile_scan_progress|view|0
fa|v_fa_physical_count_summary|view|0
fa|v_fa_physical_count_variances|view|0
fa|v_fa_warranty_status|view|0
gl|__drizzle_migrations|table|24576
gl|account_combinations|table|114688
gl|accounting_books|table|24576
gl|ai_agent_logs|table|32768
gl|ai_decisions|table|65536
gl|ai_workflow_checkpoints|table|24576
gl|ai_workflow_state|table|16384
gl|balances|table|73728
gl|budget_balances|table|57344
gl|budget_versions|table|16384
gl|chart_of_accounts|table|122880
gl|exchange_rates|table|57344
gl|fiscal_periods|table|106496
gl|import_error_log|table|16384
gl|import_interface|table|24576
gl|journal_categories|table|49152
gl|journal_headers|table|147456
gl|journal_lines|table|139264
gl|journal_sources|table|49152
gl|ledgers|table|73728
gl|mv_account_balance_by_period|matview|40960
gl|mv_trial_balance|matview|40960
gl|period_statuses|table|57344
gl|v_journal_entry_view|view|0
gl|workflow_definitions|table|24576
gl|workflow_tasks|table|16384
inv|__drizzle_migrations|table|24576
inv|abc_assignments|table|16384
inv|abc_classes|table|40960
